diet_id,user_id,meal_type,food_items,calories_intake,meal_date
317,317,Breakfast,"Fruit Salad, Kadhi Pakora, Hot Dog",1165,03-06-2025
318,318,Breakfast,"Buttermilk, Nachos, Cereal, Mac and Cheese",555,30-05-2025
319,319,Dinner,"Tempura, Biryani",249,02-06-2025
320,320,Snack,"Pad Thai, Quesadilla",395,17-05-2025
321,321,Breakfast,"Fried Rice, Sambar Rice, Idli, Bibimbap",971,23-05-2025
322,322,Snack,"Sambar Rice, Mutton Rogan Josh, Upma, Smoothie Bowl, Quesadilla",556,13-06-2025
323,323,Snack,"Dal Tadka, Bibimbap, Cereal, Protein Shake, Poha",765,22-05-2025
324,324,Snack,"Chole Bhature, Pho, Lemon Rice, Smoothie Bowl",220,26-05-2025
325,325,Dinner,"Protein Shake, Kadhi Pakora, Veg Sandwich, Chicken Curry",697,15-06-2025
326,326,Snack,"Manchurian, Omelette, Pho, Muesli, Hot Dog",185,24-05-2025
327,327,Dinner,"Green Tea, Nachos, Tempura, Bibimbap",316,03-06-2025
328,328,Snack,"Manchurian, Chole Bhature, Masala Dosa, Hot Dog",738,29-05-2025
329,329,Lunch,"Chicken Curry, Tom Yum Soup, Tempura, Tandoori Chicken, Smoothie Bowl",1011,17-05-2025
330,330,Breakfast,"Upma, Buttermilk",530,05-06-2025
331,331,Breakfast,"Lassi, Chicken Wrap, Cereal, Vada, Quesadilla",1148,01-06-2025
332,332,Breakfast,"Butter Naan, Quesadilla, Mutton Rogan Josh, Lassi, Scrambled Egg",697,14-06-2025
333,333,Lunch,"Spaghetti Bolognese, Pad Thai",516,15-06-2025
334,334,Breakfast,"Muesli, French Fries",641,19-05-2025
335,335,Breakfast,"Porridge, Bibimbap, Chicken Curry, Greek Salad, Beef Steak",752,03-06-2025
336,336,Dinner,"Smoothie Bowl, Muesli",888,27-05-2025
337,337,Snack,"Coffee, Porridge, Green Curry",642,20-05-2025
338,338,Dinner,"Tacos, Greek Salad, Vada, Cereal, Mac and Cheese",848,13-06-2025
339,339,Snack,"Coffee, Upma, Caesar Salad, Yogurt, Mac and Cheese",1172,19-05-2025
340,340,Lunch,"Spring Rolls, Boiled Egg, Upma, Tempura, Chicken Wrap",283,01-06-2025
341,341,Breakfast,"Protein Shake, Lamb Chops, Pizza, Ramen, Idli",553,23-05-2025
342,342,Dinner,"Kadhi Pakora, Grilled Chicken, Dal Tadka, Pho",626,03-06-2025
343,343,Snack,"Omelette, Coffee, Tandoori Chicken, Tempura",768,23-05-2025
344,344,Breakfast,"Biryani, Omelette, Green Curry",841,11-06-2025
345,345,Dinner,"Green Tea, French Fries, Caesar Salad, Green Curry, Milkshake",664,30-05-2025
346,346,Snack,"Hakka Noodles, Poha",908,23-05-2025
347,347,Dinner,"Lemon Rice, Fruit Salad, Scrambled Egg",696,10-06-2025
348,348,Dinner,"Lassi, Hot Dog, Fruit Salad, Spaghetti Bolognese",1014,21-05-2025
349,349,Dinner,"Pad Thai, Pav Bhaji, Omelette, Hot Dog, Pizza",575,08-06-2025
350,350,Snack,"Pav Bhaji, Muesli, Lassi, Omelette, Upma",671,24-05-2025
351,351,Breakfast,"Milkshake, Porridge, Dal Tadka, French Fries, Pho",200,11-06-2025
352,352,Snack,"Chole Bhature, Porridge, Scrambled Egg, Lassi, Dal Tadka",356,24-05-2025
353,353,Lunch,"Spring Rolls, Tom Yum Soup, Tandoori Chicken, Chole Bhature, Protein Shake",188,05-06-2025
354,354,Breakfast,"Ramen, Lemon Rice, Cereal, Pasta Alfredo, Burger",713,06-06-2025
355,355,Dinner,"Dal Tadka, Beef Steak, Biryani, Palak Paneer, Fruit Salad",537,01-06-2025
356,356,Snack,"Idli, Milkshake",757,12-06-2025
357,357,Lunch,"Coffee, Pizza, Nachos",953,02-06-2025
358,358,Breakfast,"Grilled Chicken, Buttermilk",1053,24-05-2025
359,359,Breakfast,"Chole Bhature, Pad Thai, Kadhi Pakora, Mutton Rogan Josh",1040,01-06-2025
360,360,Lunch,"Green Tea, Fish and Chips, Lemon Rice, Dal Tadka",1053,06-06-2025
361,361,Breakfast,"French Fries, Burrito, Mac and Cheese, Lassi, Nachos",828,29-05-2025
362,362,Snack,"Upma, Coffee",745,01-06-2025
363,363,Dinner,"Green Curry, Lassi, Idli",768,19-05-2025
364,364,Lunch,"Sambar Rice, Muesli, Dal Tadka, Scrambled Egg",1109,24-05-2025
365,365,Snack,"Chicken Curry, Smoothie Bowl, Pho, Butter Naan",586,09-06-2025
366,366,Lunch,"Fruit Salad, Pizza",918,27-05-2025
367,367,Breakfast,"Idli, Palak Paneer, Aloo Paratha, Tempura",248,22-05-2025
368,368,Dinner,"Pav Bhaji, Veg Sandwich, Boiled Egg",948,09-06-2025
369,369,Snack,"Buttermilk, Tandoori Chicken, Bibimbap",638,17-05-2025
370,370,Snack,"Sushi, Sambar Rice, Omelette",488,18-05-2025
371,371,Lunch,"Buttermilk, Aloo Paratha, Spring Rolls",978,18-05-2025
372,372,Breakfast,"Rajma Chawal, Grilled Chicken, Palak Paneer, Quesadilla",1166,22-05-2025
373,373,Lunch,"Fried Rice, Burrito",572,18-05-2025
374,374,Dinner,"Boiled Egg, Dal Tadka, Milkshake, Pad Thai",692,25-05-2025
375,375,Lunch,"Quesadilla, Pizza, Hakka Noodles, Idli, Lassi",432,25-05-2025
376,376,Breakfast,"Green Curry, Smoothie Bowl, Fried Rice",904,13-06-2025
377,377,Dinner,"Green Tea, Cereal, Quesadilla, Bibimbap, Tom Yum Soup",578,24-05-2025
378,378,Lunch,"Idli, Fruit Salad, Kadhi Pakora, Mac and Cheese",1014,03-06-2025
379,379,Breakfast,"Pav Bhaji, Pasta Alfredo",601,25-05-2025
380,380,Dinner,"Lamb Chops, Biryani, Cereal",820,07-06-2025
381,381,Snack,"Green Tea, Pho, Spring Rolls, French Fries",441,20-05-2025
382,382,Breakfast,"Tacos, Green Curry",1191,27-05-2025
383,383,Lunch,"Pizza, Tandoori Chicken",139,21-05-2025
384,384,Snack,"Manchurian, Ramen",1056,26-05-2025
385,385,Dinner,"Tandoori Chicken, Burger",230,24-05-2025
386,386,Lunch,"Burger, Milkshake",942,30-05-2025
387,387,Snack,"Fried Rice, Dal Tadka, Palak Paneer, Tandoori Chicken, Spaghetti Bolognese",781,14-06-2025
388,388,Dinner,"Lemon Rice, Fruit Salad, Kadhi Pakora",1091,17-05-2025
389,389,Lunch,"Rajma Chawal, Chole Bhature, Upma",984,23-05-2025
390,390,Breakfast,"Lassi, Porridge, Omelette, Hot Dog, Milkshake",175,04-06-2025
391,391,Snack,"Lamb Chops, Kadhi Pakora, Butter Naan, Yogurt",260,11-06-2025
392,392,Breakfast,"Porridge, Omelette, French Fries, Protein Shake",348,28-05-2025
393,393,Snack,"French Fries, Buttermilk, Beef Steak, Veg Sandwich",446,27-05-2025
394,394,Lunch,"Buttermilk, Pizza",169,26-05-2025
395,395,Breakfast,"Burrito, Green Tea",357,28-05-2025
396,396,Breakfast,"Burrito, Muesli, Pav Bhaji, Butter Naan, Idli",1038,02-06-2025
397,397,Breakfast,"Upma, Rajma Chawal",292,09-06-2025
398,398,Snack,"Sushi, Grilled Chicken",833,17-05-2025
399,399,Snack,"Green Tea, Boiled Egg, Greek Salad",600,22-05-2025
400,400,Dinner,"Aloo Paratha, Tacos, Scrambled Egg, Pav Bhaji",196,23-05-2025
401,401,Dinner,"Mac and Cheese, Beef Steak, Burrito, Aloo Paratha",811,04-06-2025
402,402,Snack,"Chole Bhature, Sushi, Burrito, Manchurian",272,08-06-2025
403,403,Breakfast,"Lemon Rice, Porridge, Poha",265,19-05-2025
404,404,Lunch,"Scrambled Egg, Chicken Wrap, Pasta Alfredo",810,17-05-2025
405,405,Snack,"Masala Dosa, Coffee, Burger",1161,20-05-2025
406,406,Breakfast,"Pav Bhaji, Chole Bhature, Burger, Greek Salad, Pad Thai",819,30-05-2025
407,407,Breakfast,"Veg Sandwich, Omelette, Smoothie Bowl, Yogurt, Cereal",1072,06-06-2025
408,408,Snack,"Nachos, Tom Yum Soup, Burger, Hot Dog, Pad Thai",1057,15-06-2025
409,409,Breakfast,"Nachos, Aloo Paratha, Hakka Noodles, Ramen",602,28-05-2025
410,410,Breakfast,"Smoothie Bowl, Pav Bhaji, Bibimbap, Green Curry, Tandoori Chicken",974,29-05-2025
411,411,Breakfast,"Hot Dog, Lamb Chops, Cereal, Scrambled Egg",958,12-06-2025
412,412,Dinner,"Pho, Milkshake, Pasta Alfredo, Idli",1034,09-06-2025
413,413,Lunch,"Green Tea, Sushi",190,13-06-2025
414,414,Lunch,"Pav Bhaji, Paneer Butter Masala, Caesar Salad, Greek Salad, Porridge",130,24-05-2025
415,415,Dinner,"Pav Bhaji, Chole Bhature, Butter Naan",1199,07-06-2025
416,416,Lunch,"Cereal, Spaghetti Bolognese",318,10-06-2025
417,417,Snack,"Chicken Wrap, Buttermilk, Hot Dog, Milkshake, Spring Rolls",686,25-05-2025
418,418,Lunch,"Grilled Chicken, Lemon Rice, Pizza, Kadhi Pakora, Mutton Rogan Josh",384,24-05-2025
419,419,Snack,"Green Curry, Upma, Omelette",534,13-06-2025
420,420,Snack,"Cereal, Hakka Noodles, Vada",885,23-05-2025
421,421,Dinner,"Buttermilk, Masala Dosa, Nachos, Sushi, Tandoori Chicken",1052,26-05-2025
422,422,Snack,"French Fries, Spring Rolls, Lemon Rice",569,20-05-2025
423,423,Breakfast,"Masala Dosa, Burger, Pasta Alfredo",1065,12-06-2025
424,424,Dinner,"Mac and Cheese, Omelette",233,04-06-2025
425,425,Dinner,"French Fries, Lemon Rice, Upma",650,24-05-2025
426,426,Breakfast,"Fried Rice, Paneer Butter Masala, Upma",139,30-05-2025
427,427,Snack,"Chicken Wrap, Hot Dog, Ramen, Kadhi Pakora, Poha",420,30-05-2025
428,428,Dinner,"Pasta Alfredo, Dal Tadka",956,17-05-2025
429,429,Breakfast,"Tom Yum Soup, Yogurt, Muesli, Palak Paneer",1050,08-06-2025
430,430,Snack,"Caesar Salad, Lemon Rice",1166,19-05-2025
431,431,Breakfast,"Nachos, Sambar Rice, Burger, Mac and Cheese, Butter Naan",1110,28-05-2025
432,432,Dinner,"Scrambled Egg, Green Tea",1042,08-06-2025
433,433,Dinner,"Tempura, Veg Sandwich, Scrambled Egg",752,25-05-2025
434,434,Lunch,"Green Tea, Sushi",432,08-06-2025
435,435,Lunch,"Pizza, Idli, Porridge, Butter Naan, Hakka Noodles",1190,13-06-2025
436,436,Lunch,"Pad Thai, Upma, Sushi",746,07-06-2025
437,437,Dinner,"Tacos, Paneer Butter Masala, Mac and Cheese, Bibimbap",184,29-05-2025
438,438,Dinner,"Veg Sandwich, Bibimbap, Scrambled Egg",553,13-06-2025
439,439,Dinner,"Pizza, Chicken Curry, Boiled Egg",113,26-05-2025
440,440,Snack,"Green Tea, Chole Bhature, Pad Thai, Yogurt, Nachos",1102,15-06-2025
441,441,Breakfast,"Pav Bhaji, Muesli, Nachos",1190,04-06-2025
442,442,Snack,"Pasta Alfredo, Muesli, Tandoori Chicken, Bibimbap, Burrito",689,02-06-2025
443,443,Breakfast,"Lamb Chops, Milkshake, Rajma Chawal, Coffee, Tandoori Chicken",983,12-06-2025
444,444,Breakfast,"Hot Dog, Lemon Rice, Manchurian, Ramen, Fish and Chips",290,20-05-2025
445,445,Lunch,"Rajma Chawal, Masala Dosa, Milkshake",439,25-05-2025
446,446,Dinner,"Milkshake, Coffee",941,09-06-2025
447,447,Lunch,"Butter Naan, Cereal, Aloo Paratha, Sambar Rice",319,19-05-2025
448,448,Breakfast,"Lemon Rice, Palak Paneer, Green Tea, Scrambled Egg",758,13-06-2025
449,449,Breakfast,"Tempura, Yogurt, Scrambled Egg",593,30-05-2025
450,450,Snack,"Smoothie Bowl, Spaghetti Bolognese, Bibimbap, Chole Bhature, Sambar Rice",189,31-05-2025
451,451,Lunch,"Lassi, Yogurt, Omelette, Veg Sandwich, Lemon Rice",827,15-06-2025
452,452,Dinner,"Bibimbap, French Fries, Biryani",169,19-05-2025
453,453,Breakfast,"Milkshake, Pho, Grilled Chicken",595,17-05-2025
454,454,Breakfast,"Pav Bhaji, Coffee",347,02-06-2025
455,455,Dinner,"Idli, Fruit Salad, Mutton Rogan Josh",598,05-06-2025
456,456,Lunch,"Milkshake, Fried Rice, Mac and Cheese",988,11-06-2025
457,457,Dinner,"Smoothie Bowl, Ramen, Tacos",1166,22-05-2025
458,458,Snack,"Chicken Curry, Butter Naan, Hakka Noodles, Buttermilk",139,12-06-2025
459,459,Lunch,"Chole Bhature, Lamb Chops, Pizza, Omelette",1051,05-06-2025
460,460,Snack,"Cereal, Pizza, Mutton Rogan Josh",622,03-06-2025
461,461,Lunch,"Greek Salad, Fish and Chips, Lamb Chops, Poha, Chicken Wrap",674,17-05-2025
462,462,Snack,"Fruit Salad, Spring Rolls",834,09-06-2025
463,463,Breakfast,"Palak Paneer, Greek Salad, Burger, Tacos",411,23-05-2025
464,464,Dinner,"Dal Tadka, Tandoori Chicken, Fruit Salad",605,06-06-2025
465,465,Dinner,"Porridge, Lamb Chops, Mac and Cheese",810,15-06-2025
466,466,Snack,"Butter Naan, Beef Steak, Burger",555,17-05-2025
467,467,Dinner,"Porridge, Bibimbap, Protein Shake, Omelette",906,29-05-2025
468,468,Dinner,"Grilled Chicken, Pho, Veg Sandwich, Mutton Rogan Josh, Palak Paneer",354,14-06-2025
469,469,Snack,"Nachos, Tacos, Fish and Chips, Sushi, Palak Paneer",505,25-05-2025
470,470,Snack,"Buttermilk, Beef Steak, Dal Tadka, Pasta Alfredo",1068,11-06-2025
471,471,Breakfast,"Rajma Chawal, Pizza, Tandoori Chicken, Upma, Lamb Chops",110,10-06-2025
472,472,Snack,"Lassi, Mac and Cheese, Porridge",135,06-06-2025
473,473,Breakfast,"Caesar Salad, Bibimbap, Palak Paneer",1158,15-06-2025
474,474,Lunch,"Green Tea, Chole Bhature",317,07-06-2025
475,475,Lunch,"Pad Thai, Tandoori Chicken, Muesli, Yogurt",513,20-05-2025
476,476,Lunch,"Pad Thai, Bibimbap",547,11-06-2025
477,477,Dinner,"Mac and Cheese, Kadhi Pakora, Omelette, Pizza, Fruit Salad",446,08-06-2025
478,478,Snack,"Pizza, Greek Salad, Burrito",1093,28-05-2025
479,479,Breakfast,"Beef Steak, Butter Naan, Pizza, Tacos, Nachos",350,19-05-2025
480,480,Breakfast,"Paneer Butter Masala, Biryani, Vada",791,25-05-2025
481,481,Breakfast,"Boiled Egg, Muesli",684,01-06-2025
482,482,Snack,"Pav Bhaji, French Fries, Quesadilla, Ramen",1020,24-05-2025
483,483,Breakfast,"Tom Yum Soup, Pad Thai",387,15-06-2025
484,484,Breakfast,"Pizza, Kadhi Pakora, Tandoori Chicken, Hot Dog, Palak Paneer",814,21-05-2025
485,485,Snack,"Greek Salad, Upma, Tandoori Chicken",788,25-05-2025
486,486,Lunch,"Quesadilla, Dal Tadka, Pizza, Vada",369,20-05-2025
487,487,Snack,"Chicken Curry, Boiled Egg, Omelette, Caesar Salad",1170,08-06-2025
488,488,Breakfast,"Chole Bhature, Kadhi Pakora, Cereal, Upma",484,10-06-2025
489,489,Lunch,"Dal Tadka, Lassi, Protein Shake, Beef Steak",1149,24-05-2025
490,490,Lunch,"Green Curry, Sushi, Hakka Noodles, Tandoori Chicken",483,28-05-2025
491,491,Breakfast,"Butter Naan, Chicken Curry, Mac and Cheese, Yogurt, Buttermilk",1198,12-06-2025
492,492,Dinner,"Pho, Greek Salad, Bibimbap, Mutton Rogan Josh",742,03-06-2025
493,493,Snack,"Pav Bhaji, Ramen",821,23-05-2025
494,494,Lunch,"Spaghetti Bolognese, Cereal, Lemon Rice",782,15-06-2025
495,495,Dinner,"Omelette, Pho, Hakka Noodles, Tacos",932,09-06-2025
496,496,Dinner,"Coffee, Scrambled Egg",204,26-05-2025
497,497,Breakfast,"Lamb Chops, Fruit Salad",685,30-05-2025
498,498,Dinner,"Sambar Rice, Tom Yum Soup",1193,01-06-2025
499,499,Snack,"Veg Sandwich, Beef Steak, Paneer Butter Masala, Hakka Noodles, Ramen",409,05-06-2025
500,500,Dinner,"Tacos, Aloo Paratha",1127,30-05-2025
501,501,Breakfast,"Tandoori Chicken, Coffee",1059,21-05-2025
502,502,Breakfast,"Idli, Boiled Egg, Ramen, Sushi, Biryani",254,26-05-2025
503,503,Snack,"Green Curry, Yogurt, Bibimbap, Idli",872,20-05-2025
504,504,Dinner,"Paneer Butter Masala, Veg Sandwich, Palak Paneer",724,01-06-2025
505,505,Snack,"Veg Sandwich, Masala Dosa, Scrambled Egg, Dal Tadka, Quesadilla",1182,04-06-2025
506,506,Lunch,"Paneer Butter Masala, Kadhi Pakora, Lamb Chops, Bibimbap, Green Curry",710,04-06-2025
507,507,Lunch,"Tom Yum Soup, Pad Thai, Spring Rolls",386,19-05-2025
508,508,Breakfast,"Quesadilla, Fruit Salad, Greek Salad",697,02-06-2025
509,509,Breakfast,"Tom Yum Soup, Coffee, Cereal",833,09-06-2025
510,510,Breakfast,"Tempura, Aloo Paratha, Caesar Salad, Vada, Lemon Rice",160,03-06-2025
511,511,Breakfast,"Mutton Rogan Josh, Masala Dosa, Fruit Salad",900,27-05-2025
512,512,Dinner,"Spaghetti Bolognese, Yogurt",110,09-06-2025
513,513,Breakfast,"Protein Shake, Pasta Alfredo, Palak Paneer",920,28-05-2025
514,514,Dinner,"Boiled Egg, Pizza, Protein Shake, Sushi",1104,09-06-2025
515,515,Lunch,"French Fries, Smoothie Bowl, Chicken Wrap",514,17-05-2025
516,516,Dinner,"Chicken Curry, Green Curry",755,19-05-2025
517,517,Snack,"French Fries, Masala Dosa",515,30-05-2025
518,518,Breakfast,"Smoothie Bowl, Cereal, Idli, Nachos",1075,19-05-2025
519,519,Snack,"Tempura, Pasta Alfredo, Greek Salad, Sushi",579,22-05-2025
520,520,Snack,"Omelette, Spaghetti Bolognese",974,13-06-2025
521,521,Breakfast,"Masala Dosa, Poha, Ramen, Green Curry",282,09-06-2025
522,522,Lunch,"Lassi, Cereal, Protein Shake",1068,25-05-2025
523,523,Lunch,"Nachos, French Fries, Beef Steak, Chicken Wrap",392,20-05-2025
524,524,Breakfast,"Mutton Rogan Josh, Caesar Salad, Paneer Butter Masala, Mac and Cheese, Poha",241,07-06-2025
525,525,Snack,"Chicken Wrap, Burger, Upma",793,07-06-2025
526,526,Lunch,"Beef Steak, Tom Yum Soup",1055,22-05-2025
527,527,Lunch,"Burrito, Fruit Salad, Grilled Chicken, Scrambled Egg, Aloo Paratha",874,02-06-2025
528,528,Snack,"Quesadilla, Beef Steak, Idli, Yogurt",153,05-06-2025
529,529,Lunch,"Lemon Rice, Chole Bhature, Idli",773,19-05-2025
530,530,Snack,"Hot Dog, Lemon Rice, Yogurt",263,20-05-2025
531,531,Breakfast,"Vada, Lemon Rice, Paneer Butter Masala, Pizza",300,17-05-2025
532,532,Lunch,"Cereal, Chicken Wrap, Mac and Cheese, Chole Bhature, Aloo Paratha",879,11-06-2025
533,533,Lunch,"Chicken Curry, Pasta Alfredo, Burger, Yogurt",491,25-05-2025
534,534,Lunch,"Rajma Chawal, Green Tea, Masala Dosa",1013,27-05-2025
535,535,Lunch,"Sushi, Palak Paneer, Quesadilla",476,18-05-2025
536,536,Breakfast,"Lamb Chops, Pho, Chicken Wrap, Burger, Hot Dog",348,05-06-2025
537,537,Breakfast,"Spaghetti Bolognese, Mac and Cheese, Veg Sandwich",408,24-05-2025
538,538,Breakfast,"Tacos, Scrambled Egg, Mutton Rogan Josh, Chicken Curry, Lamb Chops",500,02-06-2025
539,539,Snack,"Grilled Chicken, Pizza, Bibimbap, Burrito, Muesli",700,27-05-2025
540,540,Breakfast,"Masala Dosa, Tom Yum Soup, Hakka Noodles, French Fries",542,27-05-2025
541,541,Dinner,"Aloo Paratha, Pad Thai, Beef Steak",1009,18-05-2025
542,542,Breakfast,"Butter Naan, Ramen, Porridge, Chole Bhature",794,26-05-2025
543,543,Breakfast,"Butter Naan, Hot Dog, Idli, Greek Salad, Sushi",920,13-06-2025
544,544,Breakfast,"Omelette, Mac and Cheese",177,14-06-2025
545,545,Breakfast,"Aloo Paratha, Veg Sandwich, Kadhi Pakora",312,13-06-2025
546,546,Lunch,"Burger, French Fries",313,11-06-2025
547,547,Breakfast,"Pav Bhaji, Burrito, Vada, Masala Dosa, Manchurian",167,10-06-2025
548,548,Breakfast,"Porridge, Green Curry, Nachos",684,04-06-2025
549,549,Dinner,"Muesli, Poha, Palak Paneer",144,04-06-2025
550,550,Lunch,"Grilled Chicken, Hot Dog, Greek Salad, Boiled Egg, Palak Paneer",674,07-06-2025
551,551,Dinner,"Hot Dog, Caesar Salad, Green Tea, Spaghetti Bolognese, Beef Steak",1148,14-06-2025
552,552,Lunch,"Scrambled Egg, Pav Bhaji, Vada, Bibimbap",1089,04-06-2025
553,553,Snack,"Coffee, Burrito, Pho, Butter Naan",270,02-06-2025
554,554,Lunch,"Mutton Rogan Josh, French Fries, Lassi",825,07-06-2025
555,555,Breakfast,"Mutton Rogan Josh, Hot Dog, Lamb Chops",685,11-06-2025
556,556,Snack,"Chole Bhature, Spaghetti Bolognese, Hakka Noodles, Milkshake, Lassi",1095,02-06-2025
557,557,Lunch,"Pav Bhaji, Chicken Curry, Burrito",556,17-05-2025
558,558,Lunch,"Pad Thai, Chole Bhature, Butter Naan, Paneer Butter Masala",937,04-06-2025
559,559,Lunch,"Upma, Caesar Salad",419,27-05-2025
560,560,Breakfast,"Lassi, Upma, Chicken Curry, Protein Shake, Buttermilk",405,20-05-2025
561,561,Snack,"Lemon Rice, Omelette, Smoothie Bowl, Chicken Wrap",960,18-05-2025
562,562,Breakfast,"Mutton Rogan Josh, Pad Thai, Lassi",634,02-06-2025
563,563,Dinner,"Milkshake, Lemon Rice, Green Curry",631,14-06-2025
564,564,Snack,"Biryani, Pasta Alfredo, Beef Steak, Upma, Muesli",677,02-06-2025
565,565,Lunch,"Dal Tadka, Greek Salad",168,11-06-2025
566,566,Breakfast,"Mutton Rogan Josh, Hot Dog, Veg Sandwich",300,22-05-2025
567,567,Dinner,"Biryani, Pasta Alfredo, Fish and Chips, Pho, French Fries",168,26-05-2025
568,568,Lunch,"Fruit Salad, Porridge",815,14-06-2025
569,569,Dinner,"French Fries, Porridge, Lemon Rice, Protein Shake, Mac and Cheese",174,06-06-2025
570,570,Snack,"Lemon Rice, Chicken Curry, Smoothie Bowl, Nachos, Tempura",707,07-06-2025
571,571,Breakfast,"Manchurian, Smoothie Bowl, Butter Naan",330,25-05-2025
572,572,Breakfast,"Green Tea, Protein Shake, Muesli, Upma",948,06-06-2025
573,573,Lunch,"Grilled Chicken, Pav Bhaji, Quesadilla, Scrambled Egg, Chicken Curry",112,27-05-2025
574,574,Lunch,"Idli, Scrambled Egg",642,22-05-2025
575,575,Breakfast,"Porridge, Veg Sandwich",155,21-05-2025
576,576,Dinner,"Nachos, Spring Rolls",582,22-05-2025
577,577,Snack,"Pho, Poha, Veg Sandwich, Sambar Rice",806,19-05-2025
578,578,Breakfast,"Beef Steak, Green Tea",1003,28-05-2025
579,579,Dinner,"Butter Naan, Spring Rolls, Burrito",812,12-06-2025
580,580,Dinner,"Fruit Salad, Burger, Green Curry, Pizza, Bibimbap",618,02-06-2025
581,581,Snack,"Masala Dosa, Mutton Rogan Josh, Fruit Salad, Yogurt, Quesadilla",904,28-05-2025
582,582,Breakfast,"Milkshake, Burrito, Green Curry",323,05-06-2025
583,583,Dinner,"Masala Dosa, Coffee",777,13-06-2025
584,584,Lunch,"Burrito, Greek Salad, Hakka Noodles",652,24-05-2025
585,585,Dinner,"Ramen, Butter Naan",588,13-06-2025
586,586,Snack,"Fried Rice, Masala Dosa",129,15-06-2025
587,587,Dinner,"Grilled Chicken, Idli, Coffee, Lassi",663,27-05-2025
588,588,Breakfast,"Grilled Chicken, Aloo Paratha, Yogurt",743,18-05-2025
589,589,Lunch,"Green Curry, Hot Dog",522,06-06-2025
590,590,Lunch,"Green Curry, Dal Tadka",1197,13-06-2025
591,591,Lunch,"Greek Salad, Manchurian, Mutton Rogan Josh, Yogurt, Lamb Chops",1042,28-05-2025
592,592,Snack,"Manchurian, Chicken Wrap, Aloo Paratha, Burger",985,26-05-2025
593,593,Lunch,"Muesli, Chole Bhature",357,24-05-2025
594,594,Lunch,"Veg Sandwich, Spring Rolls, Palak Paneer, Pho",927,20-05-2025
595,595,Breakfast,"Quesadilla, Nachos, Paneer Butter Masala, Fried Rice",374,05-06-2025
596,596,Lunch,"Tandoori Chicken, Sambar Rice",1008,25-05-2025
597,597,Lunch,"Tempura, Quesadilla, Sambar Rice",911,13-06-2025
598,598,Lunch,"Tacos, Milkshake, Pho, Manchurian, Tempura",297,29-05-2025
599,599,Dinner,"Kadhi Pakora, Cereal, Ramen",1051,20-05-2025
600,600,Dinner,"Pad Thai, Greek Salad, Paneer Butter Masala",693,06-06-2025
601,601,Lunch,"Buttermilk, Spring Rolls, Manchurian",159,15-06-2025
602,602,Dinner,"Mutton Rogan Josh, Biryani, Tacos, Palak Paneer",545,20-05-2025
603,603,Breakfast,"Hakka Noodles, Palak Paneer, Bibimbap",581,15-06-2025
604,604,Dinner,"Kadhi Pakora, Greek Salad, Tacos",985,05-06-2025
605,605,Breakfast,"Greek Salad, Lassi, Sushi, Hakka Noodles, Green Curry",276,09-06-2025
606,606,Breakfast,"Chicken Curry, Fish and Chips",866,14-06-2025
607,607,Lunch,"Green Curry, Vada, Muesli",498,02-06-2025
608,608,Lunch,"Muesli, Spring Rolls",220,02-06-2025
609,609,Breakfast,"Milkshake, Biryani, Lemon Rice, Hakka Noodles",1012,21-05-2025
610,610,Snack,"Vada, Pho, Mutton Rogan Josh",1020,29-05-2025
611,611,Dinner,"Masala Dosa, Burger, Tandoori Chicken",194,02-06-2025
612,612,Snack,"Boiled Egg, Rajma Chawal, Porridge, Green Curry, Fish and Chips",506,24-05-2025
613,613,Dinner,"Pho, Protein Shake, Poha, Tandoori Chicken, Caesar Salad",390,30-05-2025
614,614,Lunch,"Pasta Alfredo, Burrito",426,28-05-2025
615,615,Snack,"Paneer Butter Masala, Chicken Curry, Rajma Chawal, Pav Bhaji, Manchurian",828,11-06-2025
616,616,Snack,"Buttermilk, Spring Rolls, Veg Sandwich",449,27-05-2025
617,617,Breakfast,"Ramen, Aloo Paratha",647,12-06-2025
618,618,Snack,"Chole Bhature, Scrambled Egg, Pad Thai, Smoothie Bowl",526,23-05-2025
619,619,Breakfast,"Green Tea, Kadhi Pakora",359,05-06-2025
620,620,Dinner,"Tacos, Lamb Chops, Omelette, Pho",752,31-05-2025
621,621,Dinner,"Pasta Alfredo, Masala Dosa, Lassi, Rajma Chawal, French Fries",1163,26-05-2025
622,622,Snack,"Smoothie Bowl, Cereal, Buttermilk, Beef Steak, Sambar Rice",721,09-06-2025
623,623,Breakfast,"Chicken Curry, Scrambled Egg, Burrito, Yogurt, Ramen",1072,15-06-2025
624,624,Snack,"Dal Tadka, Protein Shake, Vada, Caesar Salad",313,20-05-2025
625,625,Snack,"Lassi, Lemon Rice, Muesli, Omelette",290,10-06-2025
626,626,Lunch,"Tacos, Paneer Butter Masala",1009,19-05-2025
627,627,Breakfast,"Masala Dosa, Spaghetti Bolognese, Scrambled Egg",257,27-05-2025
628,628,Breakfast,"Tempura, Kadhi Pakora, Manchurian",1003,14-06-2025
629,629,Dinner,"Tacos, Grilled Chicken, Palak Paneer",651,14-06-2025
630,630,Snack,"French Fries, Omelette, Paneer Butter Masala, Smoothie Bowl, Fish and Chips",815,13-06-2025
631,631,Breakfast,"Palak Paneer, Smoothie Bowl, Cereal",478,27-05-2025
632,632,Lunch,"Pizza, Protein Shake",852,08-06-2025
